product_id,product_name,price,rating,review_count,sold_count,comment_count,avg_comment_rating,product_url,positive_ratio,neutral_ratio,negative_ratio,estimated_revenue,product_label
335935,Sách Quản Lý Nghiệp,69000.0,0.0,0,1,0,0.0,https://tiki.vn/sach-quan-ly-nghiep-p335935.html?spid=275470021,0.0,0.0,0.0,69000.0,Normal
337704,Sách Built to Last: Successful Habits of Visionary Companies,456000.0,4.0,5,55,2,4.0,https://tiki.vn/sach-built-to-last-successful-habits-of-visionary-companies-p337704.html?spid=46789903,0.8,0.0,0.2,25080000.0,Best Seller
338239,Sách Hạnh Phúc Tại Tâm (The Happiness that Comes from Within),108000.0,0.0,0,0,0,0.0,https://tiki.vn/p/338239,0.0,0.0,0.0,0.0,Normal
338880,Sách Marketing Du Kích Trong 30 Ngày,125000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-marketing-du-kich-trong-30-ngay-p338880.html?spid=279191310,0.0,0.0,0.0,0.0,Normal
338938,Sách Những Nguyên Lý Quản Trị Bất Biến Mọi Thời Đại,138000.0,0.0,0,2,0,0.0,https://tiki.vn/sach-nhung-nguyen-ly-quan-tri-bat-bien-moi-thoi-dai-p338938.html?spid=273285847,0.0,0.0,0.0,276000.0,Needs Improvement
339033,Sách Cha Và Con (NXB Kim Đồng),100000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-cha-va-con-nxb-kim-dong-p339033.html?spid=279065960,0.0,0.0,0.0,0.0,Normal
339747,Sách Đắc Nhân Tâm (Tái Bản 2011),68500.0,0.0,0,0,0,0.0,https://tiki.vn/sach-dac-nhan-tam-tai-ban-2011-p339747.html?spid=214180337,0.0,0.0,0.0,0.0,Normal
340167,Sách Hiểu Về Trái Tim (Không Kèm CD),142100.0,5.0,1,5,24,4.44,https://tiki.vn/p/340167,0.96,0.04,0.0,710500.0,Premium / Niche Quality
340250,Sách Ai Lấy Miếng Pho Mát Của Tôi - Bản Mới 2011,64500.0,0.0,0,0,0,0.0,https://tiki.vn/sach-ai-lay-mieng-pho-mat-cua-toi-ban-moi-2011-p340250.html?spid=191681367,0.0,0.0,0.0,0.0,Normal
340266,Sách Tại Sao Lại Chần Chừ? - Bản Mới 2011,64000.0,0.0,0,0,20,4.285714285714286,https://tiki.vn/p/340266,0.8571428571428571,0.09523809523809523,0.0,0.0,Needs Improvement
341286,Sách Đời Thay Đổi Khi Chúng Ta Thay Đổi (Tập 1),75000.0,0.0,0,13,27,4.392857142857143,https://tiki.vn/p/341286,0.8214285714285714,0.14285714285714285,0.03571428571428571,975000.0,Needs Improvement
341383,Sách 100 Ý Tưởng Kinh Doanh Tuyệt Hay,115000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-100-y-tuong-kinh-doanh-tuyet-hay-p341383.html?spid=277161390,0.0,0.0,0.0,0.0,Normal
341526,Sách 21 Nguyên Tắc Tự Do Tài Chính,55000.0,0.0,0,1,0,0.0,https://tiki.vn/sach-21-nguyen-tac-tu-do-tai-chinh-p341526.html?spid=242483995,0.0,0.0,0.0,55000.0,Normal
341561,Độc Chiếm Hoa Khôi - Tủ Sách Tinh Hoa Văn Học,66000.0,2.5,2,66,3,3.3333333333333335,https://tiki.vn/doc-chiem-hoa-khoi-tu-sach-tinh-hoa-van-hoc-p341561.html?spid=32020,0.6666666666666666,0.0,0.3333333333333333,4356000.0,Needs Improvement
342428,Sách Hạnh Phúc Tại Tâm,97100.0,0.0,0,0,1,1.3333333333333333,https://tiki.vn/p/342428,0.3333333333333333,0.0,0.0,0.0,Needs Improvement
342896,Sách Tại Sao Phải Hành Động? (Tái Bản),50000.0,0.0,0,1,13,4.142857142857143,https://tiki.vn/p/342896,0.7857142857142857,0.14285714285714285,0.0,50000.0,Needs Improvement
343096,Sách Cẩm Nang Quản Lý Hiệu Quả - Quản Lý Toàn Cầu,20400.0,4.5,2,15,3,4.777777777777778,https://tiki.vn/sach-cam-nang-quan-ly-hieu-qua-quan-ly-toan-cau-p343096.html?spid=47247699,1.0,0.0,0.0,306000.0,Premium / Niche Quality
343234,Sách Hành Trình Về Phương Đông,112000.0,0.0,0,1,0,0.0,https://tiki.vn/sach-hanh-trinh-ve-phuong-dong-p343234.html?spid=214181388,0.0,0.0,0.0,112000.0,Normal
343244,Sách Người Giàu Có Nhất Thành Babylon (Bản Mới),93000.0,0.0,0,10,0,0.0,https://tiki.vn/sach-nguoi-giau-co-nhat-thanh-babylon-ban-moi-p343244.html?spid=274536528,0.0,0.0,0.0,930000.0,Needs Improvement
343298,Sách Khám Phá Ngôn Ngữ Tư Duy,72000.0,5.0,1,2,19,4.2,https://tiki.vn/sach-kham-pha-ngon-ngu-tu-duy-p343298.html?spid=273748456,0.8,0.1,0.1,144000.0,Best Seller
343323,Sách Tư Duy Tích Cực Tạo Thành Công (Tái Bản),168000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-tu-duy-tich-cuc-tao-thanh-cong-tai-ban-p343323.html?spid=275012219,0.0,0.0,0.0,0.0,Normal
343330,Sách Chìa Khóa Tư Duy Tích Cực (Tái Bản),74100.0,0.0,0,2,0,0.0,https://tiki.vn/sach-chia-khoa-tu-duy-tich-cuc-tai-ban-p343330.html?spid=190091948,0.0,0.0,0.0,148200.0,Needs Improvement
343393,Sách Hạt Giống Tâm Hồn 1,76000.0,0.0,0,0,0,0.0,https://tiki.vn/p/343393,0.0,0.0,0.0,0.0,Normal
343394,Sách Hạt Giống Tâm Hồn 2 (Tái Bản 1),76000.0,0.0,0,0,0,0.0,https://tiki.vn/p/343394,0.0,0.0,0.0,0.0,Normal
343395,Sách Hạt Giống Tâm Hồn 3 (Tái Bản),76000.0,0.0,0,0,3,5.0,https://tiki.vn/p/343395,1.0,0.0,0.0,0.0,Needs Improvement
343401,Sách Hạt Giống Tâm Hồn 9 - Vượt Qua Thử Thách (Tái Bản),76000.0,0.0,0,1,15,4.466666666666667,https://tiki.vn/p/343401,0.9333333333333333,0.06666666666666667,0.0,76000.0,Needs Improvement
343497,Sách Giao Tiếp Bằng Trái Tim (Tái Bản),75848.0,0.0,0,5,2,3.75,https://tiki.vn/p/343497,0.75,0.0,0.0,379240.0,Needs Improvement
343533,Sách 22 Quy Luật Bất Biến Trong Marketing (Tái Bản),74000.0,0.0,0,7,0,0.0,https://tiki.vn/sach-22-quy-luat-bat-bien-trong-marketing-tai-ban-p343533.html?spid=214173277,0.0,0.0,0.0,518000.0,High Potential
344235,Bí Mật Của Hạnh Phúc (Sách Bỏ Túi),68000.0,0.0,0,0,4,5.0,https://tiki.vn/p/344235,1.0,0.0,0.0,0.0,Needs Improvement
344324,Sách Học Tiếng Anh Theo Đĩa Hình - Đàm Thoại Tiếng Anh Hằng Ngày 1 (Kèm 1 VCD),57000.0,5.0,2,69,0,5.0,https://tiki.vn/sach-hoc-tieng-anh-theo-dia-hinh-dam-thoai-tieng-anh-hang-ngay-1-kem-1-vcd-p344324.html?spid=35300,1.0,0.0,0.0,3933000.0,Premium / Niche Quality
344328,Sách Học Tiếng Anh Theo Đĩa Hình - Các Thành Ngữ Tiếng Anh Thông Dụng (Kèm 1 VCD),29000.0,4.0,5,88,7,3.7142857142857144,https://tiki.vn/sach-hoc-tieng-anh-theo-dia-hinh-cac-thanh-ngu-tieng-anh-thong-dung-kem-1-vcd-p344328.html?spid=35304,0.7142857142857143,0.0,0.2857142857142857,2552000.0,Best Seller
344337,Sách Nói Tiếng Anh Theo Chủ Đề (Kèm 3CD),95000.0,0.0,0,49,0,0.0,https://tiki.vn/sach-noi-tieng-anh-theo-chu-de-kem-3cd-p344337.html?spid=35313,0.0,0.0,0.0,4655000.0,Needs Improvement
344362,Sách Tiếng Anh Đàm Thoại Cho Doanh Nhân (Kèm 3 CD),69000.0,4.5,2,36,1,4.5,https://tiki.vn/sach-tieng-anh-dam-thoai-cho-doanh-nhan-kem-3-cd-p344362.html?spid=35339,1.0,0.0,0.0,2484000.0,Premium / Niche Quality
344389,Sách Tiếng Anh Đàm Thoại Theo Phương Pháp Cấp Tốc (Kèm 1 CD),74000.0,5.0,1,22,0,5.0,https://tiki.vn/sach-tieng-anh-dam-thoai-theo-phuong-phap-cap-toc-kem-1-cd-p344389.html?spid=35370,1.0,0.0,0.0,1628000.0,Premium / Niche Quality
344476,Sách Cách Sống,94050.0,0.0,0,2,0,0.0,https://tiki.vn/sach-cach-song-p344476.html?spid=253233383,0.0,0.0,0.0,188100.0,Needs Improvement
344559,Sách Trò Chuyện Với Bạn Bè Bằng Tiếng Anh,33000.0,4.6,8,32,3,4.625,https://tiki.vn/sach-tro-chuyen-voi-ban-be-bang-tieng-anh-p344559.html?spid=35559,0.875,0.125,0.0,1056000.0,Premium / Niche Quality
344937,Sách Phút Dành Cho Cha - Tái Bản 2012,58000.0,0.0,0,1,2,2.6666666666666665,https://tiki.vn/p/344937,0.6666666666666666,0.0,0.0,58000.0,Needs Improvement
344946,Sách Dám Dẫn Đầu (Tái Bản),98000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-dam-dan-dau-tai-ban-p344946.html?spid=277543874,0.0,0.0,0.0,0.0,Normal
345422,Sách Hạt Giống Tâm Hồn 1 (Tái Bản),76000.0,0.0,0,0,1,5.0,https://tiki.vn/p/345422,1.0,0.0,0.0,0.0,Needs Improvement
345423,Sách Hạt Giống Tâm Hồn 2 (Tái Bản 2),76000.0,0.0,0,0,0,0.0,https://tiki.vn/p/345423,0.0,0.0,0.0,0.0,Normal
345908,Sách Khổng Tử Tinh Hoa,80860.0,0.0,0,0,0,0.0,https://tiki.vn/p/345908,0.0,0.0,0.0,0.0,Normal
346111,Sách Cạm Bẫy Trong Quản Lý,107000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-cam-bay-trong-quan-ly-p346111.html?spid=216520083,0.0,0.0,0.0,0.0,Normal
346210,Sách Giao Tiếp Bằng Tiếng Anh Trong Những Tình Huống Thông Thường (Kèm VCD),57000.0,5.0,1,37,1,5.0,https://tiki.vn/sach-giao-tiep-bang-tieng-anh-trong-nhung-tinh-huong-thong-thuong-kem-vcd-p346210.html?spid=37550,1.0,0.0,0.0,2109000.0,Premium / Niche Quality
346560,Sách Xây Dựng Kế Hoạch Marketing Hoàn Hảo - Tập 3: Thực Hiện Và Đánh Giá Kế Hoạch Marketing,26400.0,0.0,0,12,0,0.0,https://tiki.vn/sach-xay-dung-ke-hoach-marketing-hoan-hao-tap-3-thuc-hien-va-danh-gia-ke-hoach-marketing-p346560.html?spid=155557749,0.0,0.0,0.0,316800.0,Needs Improvement
346564,Sách Đắc Nhân Tâm (Tái Bản),68800.0,0.0,0,7,0,0.0,https://tiki.vn/sach-dac-nhan-tam-tai-ban-p346564.html?spid=214181033,0.0,0.0,0.0,481600.0,High Potential
346635,Sách 28 Cách Để Trở Thành Người Phụ Nữ Giàu Có,59988.0,0.0,0,0,0,0.0,https://tiki.vn/sach-28-cach-de-tro-thanh-nguoi-phu-nu-giau-co-p346635.html?spid=160370340,0.0,0.0,0.0,0.0,Normal
351738,Sách Học Ngữ Pháp Tiếng Hoa Thật Đơn Giản,85000.0,0.0,0,2,0,0.0,https://tiki.vn/sach-hoc-ngu-phap-tieng-hoa-that-don-gian-p351738.html?spid=274424474,0.0,0.0,0.0,170000.0,Needs Improvement
352447,"Sách ""Phá Rào"" Trong Kinh Tế Vào Đêm Trước Đổi Mới",238000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-pha-rao-trong-kinh-te-vao-dem-truoc-doi-moi-p352447.html?spid=279071822,0.0,0.0,0.0,0.0,Normal
352803,Sách Dám Dẫn Đầu (Tái Bản 2012),98000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-dam-dan-dau-tai-ban-2012-p352803.html?spid=277543977,0.0,0.0,0.0,0.0,Normal
353323,Sách Tất Cả Đều Là Chuyện Nhỏ (Tái Bản 2012),68000.0,0.0,0,0,7,4.125,https://tiki.vn/p/353323,0.875,0.0,0.0,0.0,Needs Improvement
353344,Sách Thịnh Vượng Tài Chính Tuổi 30 (Tập 2),99000.0,0.0,0,1,0,0.0,https://tiki.vn/sach-thinh-vuong-tai-chinh-tuoi-30-tap-2-p353344.html?spid=193894954,0.0,0.0,0.0,99000.0,Normal
353379,Sách Việc Hôm Nay (Cứ) Chớ Để Ngày Mai (Tái Bản),79000.0,0.0,0,0,23,3.739130434782609,https://tiki.vn/p/353379,0.5652173913043478,0.34782608695652173,0.08695652173913043,0.0,Needs Improvement
354860,Truyện Cổ Tích Việt Nam Dành Cho Thiếu Nhi (Bộ 8 Cuốn),108000.0,5.0,5,37,11,4.65,https://tiki.vn/truyen-co-tich-viet-nam-danh-cho-thieu-nhi-bo-8-cuon-p354860.html?spid=15488980,0.95,0.0,0.05,3996000.0,Best Seller
355028,Sách 5 Ngôn Ngữ Tình Yêu - Dành Cho Trẻ Em (Tái Bản),128000.0,0.0,0,12,2,4.5,https://tiki.vn/p/355028,1.0,0.0,0.0,1536000.0,Needs Improvement
355030,Sách Vượt Lên Những Chuyện Nhỏ Trong Tình Yêu (Tái Bản 2011),30780.0,5.0,3,135,2,5.0,https://tiki.vn/p/355030,1.0,0.0,0.0,4155300.0,Premium / Niche Quality
355059,Sách Tư Duy Tích Cực - Bạn Chính Là Những Gì Bạn Nghĩ (Kèm CD),55000.0,0.0,0,5,0,0.0,https://tiki.vn/sach-tu-duy-tich-cuc-ban-chinh-la-nhung-gi-ban-nghi-kem-cd-p355059.html?spid=190586413,0.0,0.0,0.0,275000.0,Normal
355123,Sách Hạt Giống Tâm Hồn 10 (Tái Bản),76000.0,0.0,0,1,5,5.0,https://tiki.vn/p/355123,1.0,0.0,0.0,76000.0,Needs Improvement
355136,Sách Hạt Giống Tâm Hồn 8 (Tái Bản 2012),76000.0,0.0,0,1,12,4.583333333333333,https://tiki.vn/p/355136,1.0,0.0,0.0,76000.0,Needs Improvement
355192,Sách Nơi Nào Có ý Chí Nơi Đó Có Con Đường 1 (Tái Bản),115200.0,0.0,0,1,3,4.666666666666667,https://tiki.vn/p/355192,1.0,0.0,0.0,115200.0,Needs Improvement
355197,Sách Phút Dành Cho Bạn - Cân Bằng Công Việc Và Cuộc Sống (Tái Bản 2012),58000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-phut-danh-cho-ban-can-bang-cong-viec-va-cuoc-song-tai-ban-2012-p355197.html?spid=275022432,0.0,0.0,0.0,0.0,Normal
355199,Sách Phút Nhìn Lại Mình (Tái Bản),74000.0,0.0,0,0,5,4.142857142857143,https://tiki.vn/p/355199,0.8571428571428571,0.0,0.0,0.0,Needs Improvement
355200,Sách Phút Nhìn Lại Mình (Kèm CD),78000.0,0.0,0,0,6,4.833333333333333,https://tiki.vn/p/355200,1.0,0.0,0.0,0.0,Needs Improvement
355208,Sách Sean Covey - Bí Quyết Trưởng Thành,188000.0,0.0,0,0,4,4.75,https://tiki.vn/p/355208,1.0,0.0,0.0,0.0,Needs Improvement
355497,Sách Đường Đến Thành Công Đỉnh Cao - Những Lời Khuyên Đắt Giá Trong Kinh Doanh,61000.0,3.8,4,276,4,3.75,https://tiki.vn/sach-duong-den-thanh-cong-dinh-cao-nhung-loi-khuyen-dat-gia-trong-kinh-doanh-p355497.html?spid=49095,0.5,0.5,0.0,16836000.0,High Potential
355551,Sách Tiếng Anh Qua Điện Thoại - Kèm CD,33200.0,0.0,0,1,0,0.0,https://tiki.vn/sach-tieng-anh-qua-dien-thoai-kem-cd-p355551.html?spid=24863053,0.0,0.0,0.0,33200.0,Needs Improvement
355691,Sách Người Dám Cho Đi (Tái Bản),65000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-nguoi-dam-cho-di-tai-ban-p355691.html?spid=277071964,0.0,0.0,0.0,0.0,Normal
355790,Sách Tiếng Anh Cuối Tuần (Kèm CD),48000.0,0.0,0,1,0,0.0,https://tiki.vn/sach-tieng-anh-cuoi-tuan-kem-cd-p355790.html?spid=20448214,0.0,0.0,0.0,48000.0,Needs Improvement
356280,Sách Tư Duy Kinh Tế Việt Nam 1975-1989,211000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-tu-duy-kinh-te-viet-nam-1975-1989-p356280.html?spid=279071826,0.0,0.0,0.0,0.0,Normal
357023,Sách 7 Thói Quen Để Trẻ Trưởng Thành (Tái Bản),128000.0,0.0,0,3,0,0.0,https://tiki.vn/sach-7-thoi-quen-de-tre-truong-thanh-tai-ban-p357023.html?spid=274910722,0.0,0.0,0.0,384000.0,Needs Improvement
357650,Sách Word Of Mouth Marketing (Marketing Truyền Miệng),87000.0,0.0,0,12,0,0.0,https://tiki.vn/sach-word-of-mouth-marketing-marketing-truyen-mieng-p357650.html?spid=262859197,0.0,0.0,0.0,1044000.0,Needs Improvement
357944,Sách QBQ! Tư Duy Thông Minh,60800.0,0.0,0,11,0,0.0,https://tiki.vn/sach-qbq-tu-duy-thong-minh-p357944.html?spid=214180307,0.0,0.0,0.0,668800.0,Needs Improvement
360134,Sách Lời Vàng Của Bố (Tái Bản 2015),79000.0,0.0,0,0,30,4.4,https://tiki.vn/p/360134,0.8333333333333334,0.1,0.06666666666666667,0.0,Needs Improvement
362226,Sách Những Quy Tắc Trong Cuộc Sống,129000.0,0.0,0,0,1,5.0,https://tiki.vn/p/362226,1.0,0.0,0.0,0.0,Needs Improvement
364051,Sách Tư Duy Logic (Being Logical) - Để Nghĩ Thông Minh Hơn,65000.0,4.3,6,640,5,4.333333333333333,https://tiki.vn/sach-tu-duy-logic-being-logical-de-nghi-thong-minh-hon-p364051.html?spid=60460,0.8333333333333334,0.16666666666666666,0.0,41600000.0,Premium / Niche Quality
364054,Sách Sức Mạnh Của Thói Quen (Power Of Habits) (Tái Bản),135000.0,0.0,0,5,0,0.0,https://tiki.vn/sach-suc-manh-cua-thoi-quen-power-of-habits-tai-ban-p364054.html?spid=273270099,0.0,0.0,0.0,675000.0,Normal
365656,Sách Marketing Du Kích Trong 30 Ngày (Tái Bản),125000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-marketing-du-kich-trong-30-ngay-tai-ban-p365656.html?spid=279191331,0.0,0.0,0.0,0.0,Normal
365724,Học Sinh Chân Kinh - Tập 1: Muôn Sự Tại Nhân,34300.0,4.7,18,83,28,4.34,https://tiki.vn/hoc-sinh-chan-kinh-tap-1-muon-su-tai-nhan-p365724.html?spid=20440766,0.88,0.06,0.06,2846900.0,Best Seller
367021,Sách Sống Cho Điều Ý Nghĩa Hơn,83500.0,0.0,0,0,30,4.666666666666667,https://tiki.vn/p/367021,0.9666666666666667,0.03333333333333333,0.0,0.0,Needs Improvement
367635,Sách Phớt Lờ Tất Cả Và Bơ Đi Mà Sống (Tái Bản),89000.0,0.0,0,0,30,3.8125,https://tiki.vn/p/367635,0.65625,0.21875,0.0625,0.0,Needs Improvement
367652,Sách Đừng Để Tiền Làm Rối Đời Ta,68000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-dung-de-tien-lam-roi-doi-ta-p367652.html?spid=277150846,0.0,0.0,0.0,0.0,Normal
367654,Sách Đời Đơn Giản Khi Ta Đơn Giản,80000.0,0.0,0,2,26,4.407407407407407,https://tiki.vn/p/367654,0.8888888888888888,0.07407407407407407,0.037037037037037035,160000.0,Needs Improvement
369108,Sách Khi Tôi Còn Bé - Nhật Ký Của Mẹ Và Bé,78000.0,4.5,37,1189,26,4.475,https://tiki.vn/sach-khi-toi-con-be-nhat-ky-cua-me-va-be-p369108.html?spid=66644,0.925,0.025,0.05,92742000.0,Best Seller
370666,Sách Hạt Giống Tâm Hồn 3 (Tái Bản 2013),76000.0,0.0,0,0,10,4.7,https://tiki.vn/p/370666,1.0,0.0,0.0,0.0,Needs Improvement
370723,Những Truyện Hay Viết Cho Thiếu Nhi - Vũ Tú Nam,65000.0,0.0,0,5,0,0.0,https://tiki.vn/nhung-truyen-hay-viet-cho-thieu-nhi-vu-tu-nam-p370723.html?spid=272164579,0.0,0.0,0.0,325000.0,Normal
370741,Những Truyện Hay Viết Cho Thiếu Nhi - Nguyễn Kiên,55000.0,0.0,0,1,0,0.0,https://tiki.vn/nhung-truyen-hay-viet-cho-thieu-nhi-nguyen-kien-p370741.html?spid=197632104,0.0,0.0,0.0,55000.0,Normal
371263,Sách 7 Thói Quen Tạo Gia Đình Hạnh Phúc (Tái Bản),151100.0,0.0,0,0,0,0.0,https://tiki.vn/sach-7-thoi-quen-tao-gia-dinh-hanh-phuc-tai-ban-p371263.html?spid=192623252,0.0,0.0,0.0,0.0,Normal
371418,"Sách Thuốc Độc Của Người, Kẹo Ngọt Của Tôi",109000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-thuoc-doc-cua-nguoi-keo-ngot-cua-toi-p371418.html?spid=145838592,0.0,0.0,0.0,0.0,Normal
371709,Sách Dám Nghĩ Lớn! (Khổ Nhỏ),90060.0,0.0,0,0,10,3.6666666666666665,https://tiki.vn/p/371709,0.6666666666666666,0.16666666666666666,0.0,0.0,Needs Improvement
371819,Sách Tôi Thấy Hoa Vàng Trên Cỏ Xanh (Nguyễn Nhật Ánh),139650.0,0.0,0,0,23,4.6521739130434785,https://tiki.vn/p/371819,0.9565217391304348,0.043478260869565216,0.0,0.0,Needs Improvement
372208,Sách Cuộc Sống Không Giới Hạn,133200.0,0.0,0,0,4,3.75,https://tiki.vn/p/372208,0.75,0.0,0.25,0.0,Needs Improvement
372293,"Sách Làm Chủ Tư Duy, Thay Đổi Vận Mệnh",185000.0,0.0,0,9,0,0.0,https://tiki.vn/sach-lam-chu-tu-duy-thay-doi-van-menh-p372293.html?spid=184779760,0.0,0.0,0.0,1665000.0,Needs Improvement
373111,Sách Tư Duy Tích Cực Thay Đổi Cuộc Sống,125000.0,5.0,1,13,12,4.833333333333333,https://tiki.vn/sach-tu-duy-tich-cuc-thay-doi-cuoc-song-p373111.html?spid=53036507,1.0,0.0,0.0,1625000.0,Premium / Niche Quality
373859,Sách Lời Thú Tội Mới Của Một Sát Thủ Kinh Tế,190000.0,0.0,0,0,0,0.0,https://tiki.vn/sach-loi-thu-toi-moi-cua-mot-sat-thu-kinh-te-p373859.html?spid=277414680,0.0,0.0,0.0,0.0,Normal
374205,Sách Tất Cả Đều Là Chuyện Nhỏ (Khổ Nhỏ),45600.0,0.0,0,0,7,4.714285714285714,https://tiki.vn/p/374205,1.0,0.0,0.0,0.0,Needs Improvement
374415,Sách Tâm Tĩnh Lặng,114750.0,5.0,1,8,1,3.3333333333333335,https://tiki.vn/sach-tam-tinh-lang-p374415.html?spid=277193138,0.6666666666666666,0.0,0.0,918000.0,Premium / Niche Quality
375232,Sách Tôi Học Đại Học,90060.0,0.0,0,1,0,0.0,https://tiki.vn/sach-toi-hoc-dai-hoc-p375232.html?spid=190582977,0.0,0.0,0.0,90060.0,Normal
375425,Những Truyện Hay Viết Cho Thiếu Nhi - Võ Quảng,45000.0,0.0,0,0,0,0.0,https://tiki.vn/nhung-truyen-hay-viet-cho-thieu-nhi-vo-quang-p375425.html?spid=137942677,0.0,0.0,0.0,0.0,Normal
378448,Sách Nhà Giả Kim,79000.0,5.0,2,32,16,4.25,https://tiki.vn/sach-nha-gia-kim-p378448.html?spid=19771358,0.8,0.05,0.15,2528000.0,Best Seller
381199,Sách Khổng Tử Tâm Đắc,96000.0,0.0,0,1,8,3.5454545454545454,https://tiki.vn/p/381199,0.7272727272727273,0.0,0.0,96000.0,Needs Improvement
